location,reviewer_name,is_local_guide,contributor_info,rating,time,text,likes,has_photo,owner_response,semi_clean_text,final_text,wordcloud_text,sentiment,aspects
Batam Centre Ferry Terminal,Stefanus Saputra,True,Local Guide · 827 ulasan · 1.412 foto,3 bintang,7 tahun lalu,"Nah, seperti yang sudah diketahui oleh seluruh dunia, staf pemerintah Indonesia memiliki beberapa masalah dalam melayani masyarakat. Jadi, mari kita bersyukur atas 'manajemen perubahan' yang lambat ini. Setidaknya mereka berubah :D",0,False,,nah seperti yang sudah diketahui oleh seluruh dunia staf pemerintah indonesia memiliki beberapa masalah dalam melayani masyarakat jadi mari kita bersyukur atas manajemen perubahan yang lambat ini setidaknya mereka berubah d,nah tahu seluruh dunia staf perintah milik masalah layan masyarakat syukur manajemen ubah lambat ubah d,nah diketahui seluruh dunia staf pemerintah memiliki masalah melayani masyarakat bersyukur manajemen perubahan lambat berubah d,NETRAL,['Pelayanan']
Batam Centre Ferry Terminal,Andry Goblin700,True,Local Guide · 303 ulasan · 9 foto,5 bintang,3 tahun lalu,Terminal feri yang bagus di Batam,0,False,,terminal feri yang bagus di batam,bagus,bagus,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,Suriani Abdul Gani,True,Local Guide · 48 ulasan · 139 foto,4 bintang,3 tahun lalu,Penuh sesak,0,False,,penuh sesak,penuh sesak,penuh sesak,POSITIF,"['Parkir', 'Kenyamanan']"
Batam Centre Ferry Terminal,Dainty Ei,True,Local Guide · 112 ulasan · 261 foto,1 bintang,3 bulan lalu,"Saya memberi nilai rendah bukan karena arsitekturnya, tetapi karena petugas imigrasi di sana. Mereka seperti perampok. Mereka melihat paspor Anda dan tanpa alasan meminta Anda menunggu di suatu tempat, terutama kepada orang-orang yang berasal dari negara berpenghasilan rendah dan tidak dapat berkomunikasi dalam bahasa Inggris dengan baik. Mereka meminta hingga 300 dolar Singapura dengan berbagai alasan. Meskipun pemegang paspor Asia Tenggara tidak memerlukan visa untuk memasuki Indonesia, petugas imigrasi di Batam membuat alasan tentang tidak memiliki visa kunjungan atau mungkin terkait penerbangan pulang dari negara lain seperti Singapura. Tidak ada yang akan tinggal melebihi batas waktu di pulau kecil itu, tetapi mereka sangat berbahaya dan meminta uang. Mereka menakut-nakuti Anda dengan berbagai cara, termasuk menggunakan telepon di area tunggu. Banyak orang dari Malaysia, Singapura, dan Myanmar memiliki pengalaman seperti itu dan lebih berhati-hati terhadap petugas imigrasi yang meminta uang di imigrasi terminal feri Batam. Bagi saya, saya balik bertanya kepada mereka dengan bahasa Inggris yang baik. Tidak mungkin saya akan membayar untuk alasan yang tidak masuk akal sementara saya adalah seorang penjelajah dunia dengan berbagai pengalaman.",0,True,,saya memberi nilai rendah bukan karena arsitekturnya tetapi karena petugas imigrasi di sana mereka seperti perampok mereka melihat paspor anda dan tanpa alasan meminta anda menunggu di suatu tempat terutama kepada orang orang yang berasal dari negara berpenghasilan rendah dan tidak dapat berkomunikasi dalam bahasa inggris dengan baik mereka meminta hingga dolar singapura dengan berbagai alasan meskipun pemegang paspor asia tenggara tidak memerlukan visa untuk memasuki indonesia petugas imigrasi di batam membuat alasan tentang tidak memiliki visa kunjungan atau mungkin terkait penerbangan pulang dari negara lain seperti singapura tidak ada yang akan tinggal melebihi batas waktu di pulau kecil itu tetapi mereka sangat berbahaya dan meminta uang mereka menakut nakuti anda dengan berbagai cara termasuk menggunakan telepon di area tunggu banyak orang dari malaysia singapura dan myanmar memiliki pengalaman seperti itu dan lebih berhati hati terhadap petugas imigrasi yang meminta uang di imigrasi terminal feri batam bagi saya saya balik bertanya kepada mereka dengan bahasa inggris yang baik tidak mungkin saya akan membayar untuk alasan yang tidak masuk akal sementara saya adalah seorang penjelajah dunia dengan berbagai pengalaman,beri nilai rendah arsitektur tugas imigrasi rampok lihat alas minta tunggu suatu utama asal negara hasil rendah komunikasi bahasa inggris baik minta hingga dolar bagai alas pegang asia tenggara perlu pasuk tugas imigrasi buat alas milik kunjung kait terbang pulang negara tinggal lebih batas kecil bahaya minta takut nakuti bagai cara masuk guna telepon myanmar milik alam hati hati tugas imigrasi minta imigrasi balik tanya bahasa inggris baik bayar alas akal orang jelajah dunia bagai alam,memberi nilai rendah arsitekturnya petugas imigrasi perampok melihat alasan meminta menunggu suatu terutama berasal negara berpenghasilan rendah berkomunikasi bahasa inggris baik meminta hingga dolar berbagai alasan pemegang asia tenggara memerlukan memasuki petugas imigrasi membuat alasan memiliki kunjungan terkait penerbangan pulang negara tinggal melebihi batas kecil berbahaya meminta menakut nakuti berbagai cara termasuk menggunakan telepon myanmar memiliki pengalaman berhati hati petugas imigrasi meminta imigrasi balik bertanya bahasa inggris baik membayar alasan akal seorang penjelajah dunia berbagai pengalaman,NEGATIF,['Imigrasi']
Batam Centre Ferry Terminal,Anda Chang,True,Local Guide · 365 ulasan · 687 foto,3 bintang,setahun lalu,"Melayani keberangkatan feri ke Singapura dan Malaysia, pelabuhan feri standar.",0,True,,melayani keberangkatan feri ke singapura dan malaysia pelabuhan feri standar,layan berangkat standar,melayani keberangkatan standar,NETRAL,['Umum/Lainnya']
Batam Centre Ferry Terminal,Fakhruzi Efransyah,True,Local Guide · 589 ulasan · 231 foto,4 bintang,7 tahun lalu,"Pelabuhannya bagus, tetapi tempat parkir sepeda motornya tidak terorganisir.",0,False,,pelabuhannya bagus tetapi tempat parkir sepeda motornya tidak terorganisir,labuh bagus parkir sepeda motor organisir,pelabuhannya bagus parkir sepeda motornya terorganisir,NETRAL,['Parkir']
Batam Centre Ferry Terminal,Alya Aisyah Efendi,False,3 ulasan,1 bintang,2 minggu lalu,"PETUGAS BERTELE"" PENGURUSAN IMEI RIBET CUMA DI SINI BEDA PARAAH  BANGEET
SAYA BUKAN PENJOKI
SAYA ORANG MAMPU!!!",0,False,,petugas bertele pengurusan imei ribet cuma di sini beda paraah bangeet saya bukan penjoki saya orang mampu,tugas tele urus imei ribet beda paraah bangeet joki mampu,petugas bertele pengurusan imei ribet beda paraah bangeet penjoki mampu,NEGATIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,Calvin Kiong,False,2 ulasan · 1 foto,1 bintang,4 bulan lalu,"Pengalaman yang sangat buruk di Imigrasi Batam Centre.

Istri dan putri kecil saya dihentikan saat menggunakan gerbang otomatis di Terminal Feri Batam Centre dan dibawa ke sebuah kantor pribadi. Ponsel mereka disita, sehingga mereka tidak dapat menghubungi saya sementara saya dan teman-teman saya menunggu di luar selama hampir satu jam tanpa mengetahui apa yang terjadi.

Mereka diberitahu bahwa mereka tidak dapat masuk ke Indonesia tetapi tidak diberikan alasan yang jelas. Putri kecil saya menangis karena dia tidak mengerti apa kesalahannya. Petugas kemudian mengisyaratkan bahwa masalah tersebut dapat ""diselesaikan"" dan meminta USD 100 per orang.

Setelah mengatakan bahwa dia tidak punya uang tunai, mereka bahkan menyarankan untuk mentransfer uang. Akhirnya mereka mengizinkannya untuk menghubungi saya untuk membawa uang tunai. Istri dan putri saya dibebaskan hanya setelah kami membayar SGD 200.

Pengalaman ini sangat menunjukkan perilaku korup dan penyalahgunaan wewenang. Karena kejadian ini, saya dan teman-teman saya sangat tidak akan merekomendasikan teman dan keluarga kami untuk mengunjungi Batam. Biasanya, saya memberikan tip saat bepergian, tetapi perjalanan kali ini saya tidak memberikan tip sama sekali karena pengalaman imigrasi benar-benar merusak perjalanan kami.",0,False,,pengalaman yang sangat buruk di imigrasi batam centre istri dan putri kecil saya dihentikan saat menggunakan gerbang otomatis di terminal feri batam centre dan dibawa ke sebuah kantor pribadi ponsel mereka disita sehingga mereka tidak dapat menghubungi saya sementara saya dan teman teman saya menunggu di luar selama hampir satu jam tanpa mengetahui apa yang terjadi mereka diberitahu bahwa mereka tidak dapat masuk ke indonesia tetapi tidak diberikan alasan yang jelas putri kecil saya menangis karena dia tidak mengerti apa kesalahannya petugas kemudian mengisyaratkan bahwa masalah tersebut dapat diselesaikan dan meminta usd per orang setelah mengatakan bahwa dia tidak punya uang tunai mereka bahkan menyarankan untuk mentransfer uang akhirnya mereka mengizinkannya untuk menghubungi saya untuk membawa uang tunai istri dan putri saya dibebaskan hanya setelah kami membayar sgd pengalaman ini sangat menunjukkan perilaku korup dan penyalahgunaan wewenang karena kejadian ini saya dan teman teman saya sangat tidak akan merekomendasikan teman dan keluarga kami untuk mengunjungi batam biasanya saya memberikan tip saat bepergian tetapi perjalanan kali ini saya tidak memberikan tip sama sekali karena pengalaman imigrasi benar benar merusak perjalanan kami,alam buruk imigrasi istri putri kecil henti guna otomatis bawa buah kantor pribadi ponsel sita hubung teman teman tunggu lama hampir tahu jadi diberitahu beri alas jelas putri kecil menang erti salah tugas kemudian isyarat masalah sebut selesai minta usd per kata punya tunai bahkan saran transfer akhir izin hubung bawa tunai istri putri bebas bayar sgd alam tunjuk perilaku korup penyalahgunaan wewenang jadi teman teman rekomendasi teman keluarga unjung biasa beri tip pergi jalan beri tip sama alam imigrasi rusak jalan,pengalaman buruk imigrasi istri putri kecil dihentikan menggunakan otomatis dibawa sebuah kantor pribadi ponsel disita menghubungi teman teman menunggu selama hampir mengetahui terjadi diberitahu diberikan alasan jelas putri kecil menangis mengerti kesalahannya petugas kemudian mengisyaratkan masalah tersebut diselesaikan meminta usd per mengatakan punya tunai bahkan menyarankan mentransfer akhirnya mengizinkannya menghubungi membawa tunai istri putri dibebaskan membayar sgd pengalaman menunjukkan perilaku korup penyalahgunaan wewenang kejadian teman teman merekomendasikan teman keluarga mengunjungi biasanya memberikan tip bepergian perjalanan memberikan tip sama pengalaman imigrasi merusak perjalanan,NEGATIF,"['Imigrasi', 'Akses', 'Harga']"
Batam Centre Ferry Terminal,Nur Iman,True,Local Guide · 12 ulasan · 13 foto,5 bintang,8 tahun lalu,Ferry internasional Batam Centre Point,0,False,,ferry internasional batam centre point,point,point,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,Wahyudi Lumakso,True,Local Guide · 407 ulasan · 1.502 foto,5 bintang,8 tahun lalu,Sangat bagus,0,False,,sangat bagus,bagus,bagus,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,Samsung I9082,True,Local Guide · 825 ulasan · 5.103 foto,5 bintang,setahun lalu,👍 terbaik …,0,True,,terbaik,baik,terbaik,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,Rivan Biya,True,Local Guide · 24 ulasan · 13 foto,5 bintang,2 tahun lalu,"Pelabuhan yang bagus, penghubung Harborfront.",0,True,,pelabuhan yang bagus penghubung harborfront,bagus hubung harborfront,bagus penghubung harborfront,NETRAL,['Umum/Lainnya']
Batam Centre Ferry Terminal,Expert Reviewer,True,Local Guide · 513 ulasan · 2.582 foto,3 bintang,6 bulan lalu,"Fasilitasnya sedikit lebih baik daripada terminal keberangkatan di Johor Bahru, namun antrean saat kedatangan sangat mengerikan. Ada sekitar sepuluh meja tetapi hanya lima karyawan yang melayani lebih dari 200 orang yang menunggu dalam antrean. Seharusnya mereka mempekerjakan lebih banyak orang selama jam sibuk. Tapi tidak dalam situasi ini. Mereka sangat lambat, seolah-olah tidak ada hari esok.",0,True,,fasilitasnya sedikit lebih baik daripada terminal keberangkatan di johor bahru namun antrean saat kedatangan sangat mengerikan ada sekitar sepuluh meja tetapi hanya lima karyawan yang melayani lebih dari orang yang menunggu dalam antrean seharusnya mereka mempekerjakan lebih banyak orang selama jam sibuk tapi tidak dalam situasi ini mereka sangat lambat seolah olah tidak ada hari esok,fasilitas sedikit baik berangkat johor bahru antre datang keri puluh meja lima karyawan layan tunggu antre kerja lama sibuk situasi lambat olah esok,fasilitasnya sedikit baik keberangkatan johor bahru antrean kedatangan mengerikan sepuluh meja lima karyawan melayani menunggu antrean mempekerjakan selama sibuk situasi lambat olah esok,NETRAL,['Fasilitas']
Batam Centre Ferry Terminal,Chuck,True,Local Guide · 125 ulasan · 386 foto,5 bintang,2 tahun lalu,Tidak terlalu sibuk.,0,False,,tidak terlalu sibuk,terlalu sibuk,terlalu sibuk,NETRAL,['Umum/Lainnya']
Batam Centre Ferry Terminal,John Isaac Johnston,True,Local Guide · 201 ulasan · 1.315 foto,3 bintang,setahun lalu,"2025.03 Ulasan ini untuk Executive Lounge, Terminal Feri Batam Centre:

Staf di sini akan menyalin e-tiket Anda, pergi ke operator feri dan mengambil boarding pass Anda. Jika Anda menginginkannya, mereka juga akan membawa paspor Anda ke konter imigrasi dan memproses keberangkatan Anda. Semua ini dilakukan sambil Anda bersantai di kursi yang nyaman. Setelah pengumuman boarding, mereka akan mengantar Anda ke tangga tempat kapal menunggu. 17 tahun yang lalu, saya adalah pelanggan tetap di sini saat bepergian bolak-balik ke Johor. Saat itu, tersedia beragam makanan yang lezat, beberapa hidangan hangat yang cukup untuk makan siang. Sayangnya, sekarang hanya tersedia teh, kopi, kue bolu, dan biskuit, jadi harganya cukup terjangkau, hanya sekitar Rp80.000, atau mungkin tidak. Toiletnya perlu direnovasi agar setara dengan standar Mega Mall.",0,True,,ulasan ini untuk executive lounge terminal feri batam centre staf di sini akan menyalin e tiket anda pergi ke operator feri dan mengambil boarding pass anda jika anda menginginkannya mereka juga akan membawa paspor anda ke konter imigrasi dan memproses keberangkatan anda semua ini dilakukan sambil anda bersantai di kursi yang nyaman setelah pengumuman boarding mereka akan mengantar anda ke tangga tempat kapal menunggu tahun yang lalu saya adalah pelanggan tetap di sini saat bepergian bolak balik ke johor saat itu tersedia beragam makanan yang lezat beberapa hidangan hangat yang cukup untuk makan siang sayangnya sekarang hanya tersedia teh kopi kue bolu dan biskuit jadi harganya cukup terjangkau hanya sekitar rp atau mungkin tidak toiletnya perlu direnovasi agar setara dengan standar mega mall,ulas executive lounge staf salin e operator ambil boarding pass ingin bawa imigrasi proses berangkat laku santa kursi nyaman umum boarding antar tangga tunggu langgan tetap pergi bolak balik johor sedia agam makan lezat hidang hangat makan siang sayang sedia teh kopi kue bolu biskuit harga jangkau rp toilet renovasi tara standar mega,ulasan executive lounge staf menyalin e operator mengambil boarding pass menginginkannya membawa imigrasi memproses keberangkatan dilakukan bersantai kursi nyaman pengumuman boarding mengantar tangga menunggu pelanggan tetap bepergian bolak balik johor tersedia beragam makanan lezat hidangan hangat makan siang sayangnya tersedia teh kopi kue bolu biskuit harganya terjangkau rp toiletnya direnovasi setara standar mega,NETRAL,"['Fasilitas', 'Kebersihan', 'Pelayanan', 'Imigrasi', 'Harga', 'Tiket', 'Kenyamanan', 'Keamanan']"
Batam Centre Ferry Terminal,Ivan S,True,Local Guide · 258 ulasan · 1.251 foto,5 bintang,7 tahun lalu,Tampilan atas,0,True,,tampilan atas,tampil,tampilan,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,komo komo,True,Local Guide · 93 ulasan · 44 foto,1 bintang,2 bulan lalu,"Saat membayar tunai di konter Visa on Arrival, beberapa staf mungkin memberikan kembalian kurang dari yang seharusnya, jadi pastikan untuk memeriksa kembalian Anda di tempat.
Dalam kasus saya, saya kekurangan kembalian sebesar IDR 8.000. Bahkan ketika saya menunjukkannya, saya diberitahu dengan nada memaksa, ""Itu kembalian Anda.""",0,False,,saat membayar tunai di konter visa on arrival beberapa staf mungkin memberikan kembalian kurang dari yang seharusnya jadi pastikan untuk memeriksa kembalian anda di tempat dalam kasus saya saya kekurangan kembalian sebesar idr bahkan ketika saya menunjukkannya saya diberitahu dengan nada memaksa itu kembalian anda,bayar tunai arrival staf beri kembali kurang pasti periksa kembali kasus kurang kembali besar idr bahkan tunjuk diberitahu nada paksa kembali,membayar tunai arrival staf memberikan kembalian kurang pastikan memeriksa kembalian kasus kekurangan kembalian sebesar idr bahkan menunjukkannya diberitahu nada memaksa kembalian,NEGATIF,"['Pelayanan', 'Keamanan']"
Batam Centre Ferry Terminal,Jaren S,True,Local Guide · 62 ulasan · 4 foto,5 bintang,3 tahun lalu,Bagus,1,False,,bagus,bagus,bagus,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,Yusa Jy Laksana,True,Local Guide · 523 ulasan · 2.894 foto,5 bintang,setahun lalu,Salah satu terminal feri terbesar di Pulau Batam. Cukup ramai bahkan di hari kerja. Memiliki lebih banyak penyedia feri dan jadwal daripada Harbour Bay.,0,True,,salah satu terminal feri terbesar di pulau batam cukup ramai bahkan di hari kerja memiliki lebih banyak penyedia feri dan jadwal daripada harbour bay,besar ramai bahkan milik sedia jadwal,terbesar ramai bahkan memiliki penyedia jadwal,POSITIF,"['Tiket', 'Kenyamanan']"
Batam Centre Ferry Terminal,Sqibby,False,15 ulasan · 1 foto,1 bintang,2 bulan lalu,Lambat,0,False,,lambat,lambat,lambat,NEGATIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,Dharshan,True,Local Guide · 124 ulasan · 88 foto,5 bintang,2 bulan lalu,"Sudah 3 kali ke Batam
Proses bea cukai cepat dan mudah",0,False,,sudah kali ke batam proses bea cukai cepat dan mudah,proses bea cukai cepat mudah,proses bea cukai cepat mudah,POSITIF,['Imigrasi']
Batam Centre Ferry Terminal,Julius Tan,True,Local Guide · 1.069 ulasan · 4.610 foto,1 bintang,4 bulan lalu,"Staf imigrasi sangat kasar dan tidak sopan. Saya perhatikan mereka memarahi orang untuk hal-hal sepele dengan nada yang sangat keras dan kasar. Jika staf tidak ingin bekerja, mereka selalu bisa mengundurkan diri, jangan menyalahgunakan wewenang yang diberikan kepada Anda.",0,False,,staf imigrasi sangat kasar dan tidak sopan saya perhatikan mereka memarahi orang untuk hal hal sepele dengan nada yang sangat keras dan kasar jika staf tidak ingin bekerja mereka selalu bisa mengundurkan diri jangan menyalahgunakan wewenang yang diberikan kepada anda,staf imigrasi kasar sopan perhati parah sepele nada keras kasar staf kerja undur diri menyalahgunakan wewenang beri,staf imigrasi kasar sopan perhatikan memarahi sepele nada keras kasar staf bekerja mengundurkan diri menyalahgunakan wewenang diberikan,NEGATIF,"['Pelayanan', 'Imigrasi']"
Batam Centre Ferry Terminal,Zuraida Eida,True,Local Guide · 67 ulasan · 169 foto,5 bintang,3 tahun lalu,Stafnya sangat ramah.,0,False,,stafnya sangat ramah,staf ramah,stafnya ramah,POSITIF,['Pelayanan']
Batam Centre Ferry Terminal,Brewok Melodicpunk,True,Local Guide · 300 ulasan · 174 foto,3 bintang,4 tahun lalu,Biase je lah,1,False,,error 500 (server error)!!1500.that’s an error.there was an error. please try again later.that’s all we know.,error 500 server error 1500 that s error there error please try later that s know,error 500 (server error)!!1500.that’s error.there error. please try later.that’s know.,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,Foo_art Rahmat,True,Local Guide · 34 ulasan · 105 foto,3 bintang,10 bulan lalu,Ramai. Tidak ada petunjuk yang jelas saat menunggu feri. Staf penjualan tiket CITRA ramah. Harap siapkan 100.000 rupiah per tiket untuk pajak. Musolla tersedia sebelum dan sesudah keberangkatan.,0,False,,ramai tidak ada petunjuk yang jelas saat menunggu feri staf penjualan tiket citra ramah harap siapkan rupiah per tiket untuk pajak musolla tersedia sebelum dan sesudah keberangkatan,ramai tunjuk jelas tunggu staf jual citra ramah harap siap rupiah per pajak musolla sedia berangkat,ramai petunjuk jelas menunggu staf penjualan citra ramah harap siapkan rupiah per pajak musolla tersedia keberangkatan,NETRAL,"['Pelayanan', 'Harga', 'Kenyamanan']"
Batam Centre Ferry Terminal,Mohamad Faizal,True,Local Guide · 29 ulasan · 10 foto,1 bintang,2 tahun lalu,"1. Semua makanan di sini mahal, tidak disarankan untuk dimakan oleh orang lain.
2. Semua penjual di sini memanfaatkan orang asing.",3,False,,semua makanan di sini mahal tidak disarankan untuk dimakan oleh orang lain semua penjual di sini memanfaatkan orang asing,makan mahal saran makan jual manfaat asing,makanan mahal disarankan dimakan penjual memanfaatkan asing,NEGATIF,['Harga']
Batam Centre Ferry Terminal,D K,True,Local Guide · 40 ulasan · 2 foto,1 bintang,2 tahun lalu,"Saya menulis ini berdasarkan apa yang saya saksikan dan alami pada 9 Januari 2024.
Tempat yang mengerikan dan menjijikkan yang mencerminkan citra buruk seluruh negara! Memperlakukan warga negara India dengan sangat buruk. Hati-hati. Ada seorang petugas bea cukai rasis yang hanya menargetkan orang India dan mencoba mendeportasi mereka, bahkan jika mereka memegang paspor Singapura.",4,False,,saya menulis ini berdasarkan apa yang saya saksikan dan alami pada januari tempat yang mengerikan dan menjijikkan yang mencerminkan citra buruk seluruh negara memperlakukan warga negara india dengan sangat buruk hati hati ada seorang petugas bea cukai rasis yang hanya menargetkan orang india dan mencoba mendeportasi mereka bahkan jika mereka memegang paspor singapura,tulis dasar saksi alami januari keri jijik cermin citra buruk seluruh negara laku warga negara india buruk hati hati orang tugas bea cukai ras target india coba deportasi bahkan pegang,menulis berdasarkan saksikan alami januari mengerikan menjijikkan mencerminkan citra buruk seluruh negara memperlakukan warga negara india buruk hati hati seorang petugas bea cukai rasis menargetkan india mencoba mendeportasi bahkan memegang,NEGATIF,['Imigrasi']
Batam Centre Ferry Terminal,Addo P,True,Local Guide · 18 ulasan · 26 foto,1 bintang,setahun lalu,"Fasilitasnya buruk. Tempat pengambilan bagasi tidak ideal, sempit, dan hanya menggunakan kipas angin. Fasilitas yang sangat mengerikan. Pemerintah, mohon gunakan anggaran Anda dengan bijak dan tepat, tingkatkan dan perbaiki fasilitas dan bangunan, serta hentikan korupsi dan penyuapan.",0,True,,fasilitasnya buruk tempat pengambilan bagasi tidak ideal sempit dan hanya menggunakan kipas angin fasilitas yang sangat mengerikan pemerintah mohon gunakan anggaran anda dengan bijak dan tepat tingkatkan dan perbaiki fasilitas dan bangunan serta hentikan korupsi dan penyuapan,fasilitas buruk ambil ideal sempit guna kipas angin fasilitas keri perintah mohon guna anggar bijak tepat tingkat baik fasilitas bangun henti korupsi suap,fasilitasnya buruk pengambilan ideal sempit menggunakan kipas angin fasilitas mengerikan pemerintah mohon gunakan anggaran bijak tepat tingkatkan perbaiki fasilitas bangunan hentikan korupsi penyuapan,NEGATIF,"['Fasilitas', 'Parkir']"
Batam Centre Ferry Terminal,Ark (ark),True,Local Guide · 61 ulasan · 14 foto,5 bintang,3 tahun lalu,"Tempatnya bagus tapi makanannya agak mahal. Jangan pesan Grab dari sini, Anda akan mengalami pengalaman traumatis (bukan karena Grab tapi karena taksi). Gunakan jembatan penyeberangan yang menghubungkan Batam Center ke Mega Mall (jembatan hanya buka jam 10 pagi). Kemudian turun satu lantai di Mega Mall, dan pesan Grab dengan titik penjemputan di Pintu Barat.",8,False,,tempatnya bagus tapi makanannya agak mahal jangan pesan grab dari sini anda akan mengalami pengalaman traumatis bukan karena grab tapi karena taksi gunakan jembatan penyeberangan yang menghubungkan batam center ke mega mall jembatan hanya buka jam pagi kemudian turun satu lantai di mega mall dan pesan grab dengan titik penjemputan di pintu barat,bagus makan mahal pesan grab alami alam traumatis grab guna jembatan hubung mega jembatan buka pagi kemudian mega pesan grab titik jemput pintu barat,bagus makanannya mahal pesan grab mengalami pengalaman traumatis grab gunakan jembatan menghubungkan mega jembatan buka pagi kemudian mega pesan grab titik penjemputan pintu barat,POSITIF,"['Akses', 'Harga', 'Tiket']"
Batam Centre Ferry Terminal,Muhammad Nurhaikal,True,Local Guide · 606 ulasan · 1.449 foto,2 bintang,7 bulan lalu,"Terkadang saya tidak mengerti apa yang ada di pikiran para petugas ini. Sebagai informasi untuk semua, jika Anda (Warga Negara Singapura) telah mengirimkan kartu kedatangan Anda secara online, Anda sebenarnya dapat menggunakan gerbang otomatis, alih-alih harus mengantre di loket manual, yang bisa sangat panjang pada hari-hari tertentu.

Namun, entah mengapa, petugas yang ditempatkan di antrean seolah memaksa Anda untuk mengantre di loket manual meskipun Anda telah memberi tahu mereka bahwa Anda telah mendaftar untuk gerbang otomatis. Mengapa? Mengapa mempersulit pekerjaan Anda? Sungguh membingungkan.

Perlu juga diperhatikan bahwa terkadang Anda akan bertemu beberapa petugas yang bertanya apakah Anda ingin ""pass ekspres"", dengan biaya tertentu. Korupsi terang-terangan.

Saya akan merekomendasikan pengunjung yang memasuki Batam melalui Terminal Feri HarbourBay. Pengalaman di sana lebih baik.",0,False,,terkadang saya tidak mengerti apa yang ada di pikiran para petugas ini sebagai informasi untuk semua jika anda warga negara singapura telah mengirimkan kartu kedatangan anda secara online anda sebenarnya dapat menggunakan gerbang otomatis alih alih harus mengantre di loket manual yang bisa sangat panjang pada hari hari tertentu namun entah mengapa petugas yang ditempatkan di antrean seolah memaksa anda untuk mengantre di loket manual meskipun anda telah memberi tahu mereka bahwa anda telah mendaftar untuk gerbang otomatis mengapa mengapa mempersulit pekerjaan anda sungguh membingungkan perlu juga diperhatikan bahwa terkadang anda akan bertemu beberapa petugas yang bertanya apakah anda ingin pass ekspres dengan biaya tertentu korupsi terang terangan saya akan merekomendasikan pengunjung yang memasuki batam melalui terminal feri harbourbay pengalaman di sana lebih baik,terkadang erti pikir tugas informasi warga negara kirim kartu datang online benar guna otomatis alih alih antre manual panjang tentu entah tugas tempat antre paksa antre manual beri tahu daftar otomatis sulit kerja sungguh bingung perhati terkadang temu tugas tanya pass ekspres biaya tentu korupsi terang terang rekomendasi unjung pasuk lalu harbourbay alam baik,terkadang mengerti pikiran petugas informasi warga negara mengirimkan kartu kedatangan online sebenarnya menggunakan otomatis alih alih mengantre manual panjang tertentu entah petugas ditempatkan antrean memaksa mengantre manual memberi tahu mendaftar otomatis mempersulit pekerjaan sungguh membingungkan diperhatikan terkadang bertemu petugas bertanya pass ekspres biaya tertentu korupsi terang terangan merekomendasikan pengunjung memasuki melalui harbourbay pengalaman baik,NEGATIF,"['Harga', 'Keamanan']"
Batam Centre Ferry Terminal,Helvio Neto,True,Local Guide · 186 ulasan · 477 foto,4 bintang,setahun lalu,"Terdapat beberapa toko di dalam mal yang terletak tepat di dekat pelabuhan. Anda dapat mencapai mal yang lebih besar menggunakan jembatan yang menghubungkan kedua bangunan, tanpa harus meninggalkan tempat tersebut. Toko bebas bea di sana sangat kecil dan tidak menawarkan banyak pilihan. Terdapat juga beberapa restoran di lantai dua, dengan berbagai pilihan termasuk makanan lokal. Rencanakan untuk tiba setidaknya 1 jam sebelumnya.",0,True,,terdapat beberapa toko di dalam mal yang terletak tepat di dekat pelabuhan anda dapat mencapai mal yang lebih besar menggunakan jembatan yang menghubungkan kedua bangunan tanpa harus meninggalkan tempat tersebut toko bebas bea di sana sangat kecil dan tidak menawarkan banyak pilihan terdapat juga beberapa restoran di lantai dua dengan berbagai pilihan termasuk makanan lokal rencanakan untuk tiba setidaknya jam sebelumnya,dapat toko mal letak tepat dekat capai mal besar guna jembatan hubung dua bangun tinggal sebut toko bebas bea kecil tawar pilih dapat restoran bagai pilih masuk makan lokal rencana tiba belum,terdapat toko mal terletak tepat dekat mencapai mal besar menggunakan jembatan menghubungkan kedua bangunan meninggalkan tersebut toko bebas bea kecil menawarkan pilihan terdapat restoran berbagai pilihan termasuk makanan lokal rencanakan tiba sebelumnya,POSITIF,['Fasilitas']
Harbour Bay Ferry Terminal,Gobi Nath,False,6 ulasan,1 bintang,2 tahun lalu,AC di lantai atas masih belum diperbaiki. Pelayanan buruk. Tidak sempat menikmati pemandangan perahu di lantai atas. Sama sekali tidak direkomendasikan.,0,False,,ac di lantai atas masih belum diperbaiki pelayanan buruk tidak sempat menikmati pemandangan perahu di lantai atas sama sekali tidak direkomendasikan,ac baik layan buruk sempat nikmat pandang perahu sama rekomendasi,ac diperbaiki pelayanan buruk sempat menikmati pemandangan perahu sama direkomendasikan,NEGATIF,['Fasilitas']
